title,address,region,renting,area,toward,room,traffic,launchtime,floor,elevator,introduction,imagelink
整租·水清年华花园 2室1厅 南,闵行-七宝-水清年华花园,闵行,5600,60,南,2-1-1,中春路-259;七宝-614;,2019-08-11,中-11,1,"【房源亮点】 中间楼层，电梯两房，双南户型，采光通风好，有阳台，晾晒衣服十分方便。
【交通出行】 近9号线中春路地铁站，离高架距离适中，出小区就有公交站台，自驾和乘车出行都十分便捷。
【周边配套】 近万科广场、汇宝广场及宝龙城，购物或是生活都相对方便，近七宝老街，闲暇休闲放松的好去处。
【小区介绍】 小区安保措施齐全，绿化面积大，环境优雅。小区内有地上和地下车位，停车十分便利。",https://image1.ljcdn.com/lease-image/house/eaccaa83-a2b8-4a89-9d22-c0323dc8d4e3.jpg.780x439.jpg
整租·虹桥乐庭 2室2厅 南,徐汇-徐家汇-虹桥乐庭,徐汇,12000,94,南,2-2-1,虹桥路-524;宜山路-846;徐家汇-893;,2019-07-20,低-10,1,"【户型介绍】 1、正规户型房型方正，日照充足。
2、室内居家装修，房屋保养得好，房东人也很热情好相处，随时入住。
3、主力楼层，老人，小孩出门都方便，小区内健身器材，游玩空地配套。
4、舒适入住：主卧室朝南带阳台，厨房、卫生间全明、中间有个小厅，安逸舒适
【装修描述】 房源介绍：
1、产证面积：135 平米，3房2厅2卫
3、房屋结构：客厅朝南，餐厅朝北，南北通透，主卧朝南，一次卧朝北，一次卧朝南，全明户型
【交通出行】 1、地铁3/4/9/10号轨交，步行约700m，出行方便，四通八达。
2、自驾上内环高架8min，交通便捷！
4、公交站步行600m即达(26路;44;72;138;754;827;836;855等)西区汽车站步行700m
【出租原因】 业主上海本地人，年纪比较大，没有多余时间打理房屋，看房有钥匙。
【周边配套】 1、开车去星游城8min，美罗城10min，体育馆10min，百脑汇15min等，一应俱全。 
3、中山医院（内脏，肝癌 肺部相关主打科室），上海市伽马刀医院（主打科室：神经内外科，五官科），均为三甲医院",https://image1.ljcdn.com/lease-image/house/5ff4c08b-36bb-43f3-b7f1-55a5c8d802a6.jpg.780x439.jpg
整租·同润菲诗艾伦 1室1厅 南,松江-泗泾-同润菲诗艾伦,松江,3200,55,南,1-1-1,,2019-08-19,高-17,1,,https://image1.ljcdn.com/lease-image/house/6d35be6e-e653-4f7e-a7a3-8b58d58eef5a.jpg.780x439.jpg
整租·前滩东方逸品 2室2厅 南,浦东-三林-前滩东方逸品,浦东,9500,89,南,2-2-1,灵岩南路-502;,2019-08-18,中-33,1,"【交通出行】 
前滩东方逸品位于海阳西路500弄，近东育路，距离地铁站6/8/11三轨交汇380米（百度数据）路程，南北高架延伸线济阳路入口/中环入口0.86公里
【周边配套】 
有华二（从幼儿园到初中），惠灵顿国际，惠立双语，上海纽约大学，莱佛士医院，基督教涌恩堂，法华学问寺，前滩企业天地办公楼已崛起，世界500强企业已入驻，有佳宝幼儿园，前滩休闲公园，滨江大道，晶耀前滩Shopping mall 吃喝玩一条龙
【小区介绍】 
前滩东方逸品位于海阳西路500弄，近杨思西路，陆家嘴物业，品质服务，小区有4幢楼组成，有地下停车库，电梯直达。",https://image1.ljcdn.com/lease-image/house/706ff558-d8fd-47af-9520-b7f1c828533f.jpg.780x439.jpg
整租·罗阳七村(华宝小区) 2室1厅 南,闵行-梅陇-罗阳七村(华宝小区),闵行,4200,53,南,2-1-1,外环路-845;,2019-07-29,高-6,0,,https://image1.ljcdn.com/lease-image/house/ba3bd76a-57aa-4197-872e-11236770cc4f.jpg.780x439.jpg
整租·汇贤雅居 2室2厅 南/北,徐汇-徐家汇-汇贤雅居,徐汇,12000,95,南-北,2-2-1,宜山路-466;虹桥路-824;徐家汇-900;,2019-07-28,中-22,1,,https://image1.ljcdn.com/lease-image/house/5fdd1d91-0978-4620-8b4d-468051602609.jpg.780x439.jpg
整租·绿梅二村 2室1厅 南,闵行-莘庄-绿梅二村,闵行,4100,66,南,2-1-1,,2019-08-15,高-6,0,,https://image1.ljcdn.com/lease-image/house/a53a11deeb90a2b6a0f21b46d0a0cde7.jpeg.780x439.jpg
整租·前滩东方逸品 1室1厅 西,浦东-三林-前滩东方逸品,浦东,7500,59,西,1-1-1,灵岩南路-502;,2019-08-04,低-33,1,"【房源亮点】  前滩东方逸品位于海阳西路500弄，近杨思西路，陆家嘴物业，品质服务，小区有4幢楼组成，有地下停车库，电梯直达。
【交通出行】 前滩东方逸品位于海阳西路500弄，近东育路，距离地铁站380米（百度数据）路程，南北高架延伸线济阳路入口/中环入口0.86公里
【周边配套】 有华二（从幼儿园到初中），惠灵顿国际，惠立双语，上海纽约大学，莱佛士医院，基督教涌恩堂，法华学问寺，前滩企业天地办公楼已崛起，世界500强企业已入驻，还有佳宝幼儿园，前滩休闲公园，前滩体育公园，前滩友城公园，滨江大道（漫步道、跑步道、自行车",https://image1.ljcdn.com/lease-image/house/6ecb411e-fda5-4a8a-81a8-40c599480c77.jpg.780x439.jpg
整租·新凯城尚樱苑 3室2厅 南,松江-泗泾-新凯城尚樱苑,松江,3555,84,南,3-2-1,,2019-08-19,高-18,1,,https://image1.ljcdn.com/lease-image/house/0c773b517b3cdf6709c3aa4b20c9acda.jpeg.780x439.jpg
整租·莘松二村 2室1厅 南,闵行-莘庄-莘松二村,闵行,4300,48,南,2-1-1,,2019-08-07,高-5,0,,https://image1.ljcdn.com/lease-image/house/5b21bebe4d4b27f493d7e23e9598dc2e.jpeg.780x439.jpg
整租·上中西路767弄 2室1厅 南,闵行-梅陇-上中西路767弄,闵行,4300,55,南,2-1-1,,2019-08-09,高-6,0,,https://image1.ljcdn.com/lease-image/house/25d81da6-3fae-4159-8981-8b72c997824e.png.780x439.jpg
整租·知雅汇(公寓) 2室1厅 南,松江-九亭-知雅汇(公寓),松江,4800,70,南,2-1-1,,2019-08-04,低-14,1,,https://image1.ljcdn.com/lease-image/house/b19348def0135003db8512acdc77778f.jpeg.780x439.jpg
整租·梅陇二村 2室1厅 南/北,闵行-梅陇-梅陇二村,闵行,4800,60,南-北,2-1-1,莲花路-764;锦江乐园-935;,2019-08-14,低-6,0,,https://image1.ljcdn.com/lease-image/house/252ff349-17e8-4c4a-9beb-3894f4241e93.jpg.780x439.jpg
整租·凌兆新村(上浦路606弄) 3室1厅 南,浦东-三林-凌兆新村(上浦路606弄),浦东,7000,78,南,3-1-1,灵岩南路-658;上南路-1199;,2019-08-27,高-6,0,"【房源亮点】 小区近6号线灵岩南路站，8号线凌兆新村站，步行10到15分即达，背靠大润发，小区环境优美，不吵不闹，房屋位于小区中间位置，灵岩南路小吃街，业主自住精装修。
【装修描述】 房屋为业主自住装修，家具皆为实木品质家具，品牌家电，四年前精装修，业主保养得很好。
【交通出行】 6号线灵岩南路站，一站换乘东方体育中XIN站，6/8/11三轨交互，多部公交车相拥，可直达新天地，世纪大道，静安寺，陆家嘴等繁华地段",https://image1.ljcdn.com/lease-image/house/efd49ff0-6c20-4dba-b61b-13da1dc49071.jpg.780x439.jpg
整租·塘和家园海康苑 3室1厅 南/北,松江-泗泾-塘和家园海康苑,松江,4000,83,南-北,3-1-1,,1970-01-02,高-18,0,,https://image1.ljcdn.com/lease-image/house/476f616d-b796-4887-9062-42f63460c113.jpg.780x439.jpg
整租·龙柏二村 2室1厅 南,闵行-龙柏-龙柏二村,闵行,5800,54,南,2-1-1,龙柏新村-985;,2019-08-04,高-6,0,,https://image1.ljcdn.com/lease-image/house/9311c0d6-a5e0-41b6-bfbd-06821ef9cdda.jpg.780x439.jpg
整租·莘松八村 2室1厅 南,闵行-莘庄-莘松八村,闵行,4200,62,南,2-1-1,,2019-08-12,高-6,0,,https://image1.ljcdn.com/lease-image/house/85c2501762b7d6b4eb75708e7b898e40.jpeg.780x439.jpg
整租·巨东小区 3室1厅 南,浦东-洋泾-巨东小区,浦东,7200,71,南,3-1-1,北洋泾路-10;民生路-544;芳甸路-1015;德平路-1074;杨高中路-1114;,2019-08-19,高-6,0,,https://image1.ljcdn.com/lease-image/house/c1565b2f-a095-420c-aa18-2db470ed3939.jpg.780x439.jpg
整租·名仕世家花苑 2室2厅 南,闵行-颛桥-名仕世家花苑,闵行,5500,89,南,2-2-1,,2019-08-08,中-6,0,"【房源亮点】 小区环境优美，  房子南北通透性好，  看房随时  ， 有钥匙 。
【装修描述】 房子是南北通透，  精装修， 楼层好  ，采光好。家具家电齐全。。
【周边配套】 小区出门就是公交站， 吃饭买菜出小区门就能看见， 生 活便利。",https://image1.ljcdn.com/lease-image/house/037e1a5f-0d35-476e-ab2a-dc10d12cda14.jpg.780x439.jpg
整租·南极苑 3室1厅 南,浦东-金桥-南极苑,浦东,6500,77,南,3-1-1,,2019-08-21,低-6,0,,https://image1.ljcdn.com/lease-image/house/9ac677f32ff50c4808d4ac011b5ffc94.jpeg.780x439.jpg
整租·东晶国际公寓 1室2厅 西南,浦东-源深-东晶国际公寓,浦东,7900,73,西南,1-2-1,源深体育中心-1067;浦东大道-1199;,2019-08-09,高-28,1,"【房源亮点】 面积相对较大的一房，酒店式装修带地毯。内设大浴缸，热水酒店式供应，24小时不间断，随时都可以美美的泡个热水澡。
【户型介绍】 朝西一居室，带阳台，原厨房功能区改为卫生间，卫生间很大，有大浴缸，每天都可以泡澡。
【装修描述】 房源酒店式装修，偏西式，zhongyang空调，冰箱洗衣机俱全，客厅沙发茶几落地灯，客厅带阳台，小茶桌让您闲暇的时候可以品品茶眺望一下远方的风景。卧室双人床，双向床头柜带台灯，生活很方便。
【小区介绍】 小区位于浦东大道东晶湾，品质小区，到陆家嘴商圈骑自行车约10多min，出行十分方便。",https://image1.ljcdn.com/lease-image/house/721bed4e-b0b0-4535-97db-7620e78363a9.jpg.780x439.jpg
整租·莘松七村 2室1厅 南,闵行-莘庄-莘松七村,闵行,4200,68,南,2-1-1,,2019-08-12,中-6,0,,https://image1.ljcdn.com/lease-image/house/398c01cc068d175234fe534102de630c.jpeg.780x439.jpg
整租·前滩东方逸品 2室1厅 南,浦东-三林-前滩东方逸品,浦东,9500,87,南,2-1-1,灵岩南路-502;,2019-08-22,低-33,1,"【交通出行】 
前滩东方逸品位于海阳西路500弄，近东育路，距离地铁站6/8/11三轨交汇380米（百度数据）路程，南北高架延伸线济阳路入口/中环入口0.86公里
【周边配套】 
有华二（从幼儿园到初中），惠灵顿国际，惠立双语，上海纽约大学，莱佛士医院，基督教涌恩堂，法华学问寺，前滩企业天地办公楼已崛起，世界500强企业已入驻，有佳宝幼儿园，前滩休闲公园，滨江大道，晶耀前滩Shopping mall 吃喝玩一条龙
【小区介绍】 
前滩东方逸品位于海阳西路500弄，近杨思西路，陆家嘴物业，品质服务，小区有4幢楼组成，有地下停车库，电梯直达。",https://image1.ljcdn.com/lease-image/house/243cee1d-dfbd-481e-855c-c95de3e7961e.jpg.780x439.jpg
整租·绿地时代名邸 2室2厅 南,青浦-白鹤-绿地时代名邸,青浦,2800,84,南,2-2-1,安亭-943;上海汽车城-967;,2019-08-26,低-28,0,,https://image1.ljcdn.com/rent-front-image/1efeae8459c48eeb3fef0bc54884fd1d.png.780x439.jpg
整租·永新花苑 2室2厅 南,徐汇-徐家汇-永新花苑,徐汇,13888,110,南,2-2-2,徐家汇-551;上海体育场-966;肇嘉浜路-1191;,2019-07-29,中-34,1,"【装修描述】  此房精装修，一线品牌家具、家电，全配，居家温馨，可拎包入住.

【交通出行】 178路公交停靠站台，地铁1.9.11号线徐家汇站，交通便利
【周边配套】  徐家汇商圈 .旁边就是汇金广场、六百等大型商场，天钥桥路步行街,美罗城，汇金广场，购物方便",https://image1.ljcdn.com/lease-image/house/63f28753-bfee-43a0-89f2-c249aa8beaa0.jpg.780x439.jpg
整租·龙柏三村 2室1厅 南/北,闵行-龙柏-龙柏三村,闵行,6500,62,南-北,2-1-1,龙柏新村-43;紫藤路-1074;上海动物园-1089;,2019-08-11,高-6,0,,https://image1.ljcdn.com/lease-image/house/2546e886-e838-4c78-8795-1b26441b9b8f.jpg.780x439.jpg
整租·尚东国际名园（二期） 2室2厅 南/北,浦东-三林-尚东国际名园（二期）,浦东,8500,99,南-北,2-2-1,,2019-07-20,低-8,1,"【房源亮点】 1、小区环境优美，交通便利，大型购物，餐饮居多，风气浓厚。 2、尚东国际名园占地面积大，社区拥有别具特色的硅谷风采园林，多元化生活的双会所配套，国际水准的智能化配置，涉外品质的防范系统。
【周边配套】 交通便利，距离六号线高青路站仅有447米（高德地图数据），门口784公交东明路板泉路车站155米(高德地图数据)，旁边有东明路与云台路，出行方便。小区旁边中汾泾，西行一百米中汾泾休闲公园，尽享生活乐趣，西行二百米亿丰时代广场，可以购物，休闲
【小区介绍】 2009年商品房，万科物业，小区二十四小时保安巡逻，安全有保障，内有人造湖，环境雅致，绿化百分之五十，所到之处绿色相随。内设有健身房,享品质生活。",https://image1.ljcdn.com/lease-image/house/fef8e5e7-5912-4064-862d-080a6429f0f4.jpg.780x439.jpg
整租·宝仪花苑 1室1厅 南,闵行-七宝-宝仪花苑,闵行,4700,53,南,1-1-1,,2019-08-11,高-6,0,,https://image1.ljcdn.com/lease-image/house/09ef7f99-9183-47ab-aebe-c1862d8f4b2c.jpg.780x439.jpg
整租·团结花苑 2室2厅 南,闵行-莘庄-团结花苑,闵行,5300,81,南,2-2-1,,2019-08-04,中-7,1,,https://image1.ljcdn.com/lease-image/house/25717b377f4018f0c247b078b4a16dad.jpeg.780x439.jpg
整租·上海花城 2室2厅 南,长宁-中山公园-上海花城,长宁,13500,108,南,2-2-1,娄山关路-1040;,2019-08-16,中-11,1,"【房源亮点】 景观好！6楼电梯房，小区有充足的车位，朝南大阳台，业主之前自住
【户型介绍】 精装修，两室两厅一厨一卫，主卧朝南，次卧朝北，东边还有窗户，采光很好，厨房，卫生间全明，电梯房中间楼层
【小区介绍】 高品质小区，交通便利，出行方便，流动车位，电梯两房，出门就是龙之梦和来福士",https://image1.ljcdn.com/lease-image/house/3a0c98bd-13d3-4d80-aa54-b3363c85223c.jpg.780x439.jpg
整租·陆家嘴滨江公馆 1室2厅 南,浦东-洋泾-陆家嘴滨江公馆,浦东,7500,70,南,1-2-1,,2019-08-12,高-29,1,"【房源亮点】 房间业主自住，房内配套设备齐全，拎包入住，精装修居家小两房。
【装修描述】 精装江景房，纵览一线江景，公寓式高楼层电梯房，舒适度满满的~
【周边配套】 小区安保比较严格，适合高素质人员入住。小区配套齐全。....",https://image1.ljcdn.com/lease-image/house/15ae2d9d-de99-49bf-9f3a-e59fe0eda7da.png.780x439.jpg
整租·贵龙园 2室2厅 南,浦东-塘桥-贵龙园,浦东,9700,115,南,2-2-2,上海儿童医学中心-131;蓝村路-465;塘桥-696;,2019-08-18,高-18,1,,https://image1.ljcdn.com/lease-image/house/3f15a87e-31e1-4731-893c-ad4f7260837a.jpg.780x439.jpg
整租·莘南新村 2室2厅 南,闵行-莘庄-莘南新村,闵行,5000,94,南,2-2-1,莘庄-403;春申路-1101;,2019-08-15,高-6,0,,https://image1.ljcdn.com/lease-image/house/8ac9a7f18857f3ba8d20511a5e5edfea.jpeg.780x439.jpg
整租·黎明花园 1室1厅 南,闵行-七宝-黎明花园,闵行,4700,53,南,1-1-1,七宝-934;,2019-08-15,高-6,0,,https://image1.ljcdn.com/lease-image/house/514d6953-f092-48e7-9467-31b68662fd95.jpg.780x439.jpg
整租·莘浜路351弄 2室1厅 南,闵行-莘庄-莘浜路351弄,闵行,4200,60,南,2-1-1,,2019-08-12,高-5,0,,https://image1.ljcdn.com/lease-image/house/5ec2221a0e9e734b440f59f4aa996464.jpeg.780x439.jpg
整租·莘松八村 2室1厅 南,闵行-莘庄-莘松八村,闵行,4700,49,南,2-1-1,,2019-08-12,低-6,0,,https://image1.ljcdn.com/lease-image/house/8599f4837e7f2ad523dc79ec135fcb97.jpeg.780x439.jpg
整租·常兴家园 2室1厅 南,闵行-春申-常兴家园,闵行,4500,65,南,2-1-1,,2019-08-20,高-6,0,,https://image1.ljcdn.com/lease-image/house/60a5ac7f-2edf-46a2-ac09-c7de21450bb1.jpg.780x439.jpg
整租·罗阳三村 2室1厅 南,闵行-梅陇-罗阳三村,闵行,4800,68,南,2-1-1,莲花路-1142;,2019-08-02,高-6,0,,https://image1.ljcdn.com/lease-image/house/63402737-fae2-4673-8c37-2c5b21ff81e4.jpg.780x439.jpg
整租·威宁大楼 2室1厅 南,长宁-仙霞-威宁大楼,长宁,7500,76,南,2-1-1,威宁路-1134;,2019-08-26,高-24,1,,https://image1.ljcdn.com/rent-front-image/1efeae8459c48eeb3fef0bc54884fd1d.png.780x439.jpg
整租·长丰坊 2室1厅 南,徐汇-康健-长丰坊,徐汇,6000,56,南,2-1-1,,2019-08-24,高-6,0,,https://image1.ljcdn.com/rent-front-image/1efeae8459c48eeb3fef0bc54884fd1d.png.780x439.jpg
整租·万象园 1室1厅 南,徐汇-康健-万象园,徐汇,5300,50,南,1-1-1,虹漕路-478;桂林公园-1149;,2019-08-24,中-6,0,,https://image1.ljcdn.com/rent-front-image/1efeae8459c48eeb3fef0bc54884fd1d.png.780x439.jpg
整租·象屿品城 2室2厅 南,松江-九亭-象屿品城,松江,4888,82,南,2-2-1,七莘路-971;,2019-08-23,中-11,1,"【装修描述】 装修状况：业主简单装修，适合居家。家电品质：业主的婚装配置，环保厨具卫具，房屋状态 : 房子整体结构未变动过，保留着开发商的原始结构，房屋里面就如您所见未发生任何变动。
【周边配套】 银行：位于小区正南巴比伦广场方向有中国银行，中国工商银行，中国农业银行，建设银行，邮政储蓄等。 医院：三甲大型综合性医院上海交大附属瑞金医院就在小区东面。 商场：位于小区东侧的彩生活广场已经开始营业，巴比伦生活广场，亚繁亚广场。
【小区介绍】 开发商：象屿置业有限公司，实力雄厚，已在上海开发多处物业，象屿品城是象屿地产于2014至2015年交付于业主手上，属于少有的次新房。 物业：开发商自持的物业，复瑞物业，全天保安巡逻，门口保安看守，业主出入小区及楼栋全部刷开进出，很安全。",https://image1.ljcdn.com/lease-image/house/3380a77d-885d-4d30-9ea1-cc52c9e3cfc0.jpg.780x439.jpg
整租·康乐小区(徐汇) 2室1厅 南,徐汇-康健-康乐小区(徐汇),徐汇,5300,51,南,2-1-1,上海南站-679;桂林公园-1174;,2019-08-11,低-6,0,,https://image1.ljcdn.com/rent-front-image/1efeae8459c48eeb3fef0bc54884fd1d.png.780x439.jpg
整租·静安新城七区 2室2厅 南,闵行-静安新城-静安新城七区,闵行,9200,95,南,2-2-2,合川路-851;星中路-1190;东兰路-1194;,2019-08-22,高-12,1,,https://image1.ljcdn.com/lease-image/house/1fd8c67e-eae7-4994-8034-61f0b90fcd30.jpg.780x439.jpg
